Dataset,Distance,Path Length,Path,Execution Time (s)
2.txt,2306,458,407 143 121 351 304 489 257 170 122 404 377 289 117 366 436 114 324 356 144 13 240 21 123 235 34 470 283 403 37 335 492 187 418 165 419 207 56 29 495 374 66 197 395 401 255 268 399 368 51 303 398 433 343 226 146 119 253 391 208 237 137 64 271 254 417 8 394 243 379 76 92 181 202 177 488 225 242 490 134 174 460 364 306 486 4 67 188 373 133 316 300 74 370 167 372 479 333 53 215 310 369 33 378 455 150 480 420 449 35 390 440 101 141 88 475 14 42 50 124 456 80 345 145 338 227 27 110 151 75 184 182 6 413 371 288 93 95 359 346 431 427 464 84 5 94 24 222 439 214 484 59 270 49 327 272 239 230 286 459 358 193 266 162 410 263 120 462 199 244 47 458 281 219 468 259 40 130 19 278 365 132 428 164 406 256 55 292 163 348 160 247 284 204 38 250 494 191 128 487 447 73 211 183 386 435 353 61 367 251 313 154 319 100 63 277 32 229 298 126 383 498 293 248 450 287 104 315 466 127 192 467 82 15 106 252 17 232 453 388 355 48 311 302 118 43 221 412 265 131 224 78 384 58 400 465 336 107 180 473 136 337 86 362 39 471 157 99 116 341 262 161 69 446 111 135 416 81 236 411 233 499 159 267 405 461 422 166 291 434 321 457 320 113 323 260 454 198 178 445 474 140 389 179 312 153 30 245 282 68 476 156 186 380 228 196 451 290 158 175 176 308 309 297 172 261 89 414 332 344 409 25 469 195 415 189 452 334 72 314 241 441 96 147 79 216 28 200 249 360 173 485 280 210 497 317 396 500 209 20 443 234 426 429 139 361 274 98 295 424 1 264 152 105 430 329 155 115 269 44 342 325 218 363 10 481 70 11 444 463 54 205 296 201 375 203 7 212 472 109 279 305 482 97 46 31 77 62 9 357 392 496 294 148 231 36 402 381 276 408 352 52 421 349 493 22 26 129 16 477 307 438 393 57 437 65 491 330 213 71 354 223 185 382 112 85 220 425 331 442 206 18 258 87 83 103 322 301 275,247.09656286239624
