Dataset,Distance,Path Length,Path,Execution Time (s)
6.txt,1064,98,20 51 14 15 24 90 21 2 97 96 4 83 69 63 73 19 71 61 42 70 65 77 35 32 67 29 40 5 3 31 92 17 55 18 6 30 7 28 26 95 64 94 39 56 10 57 23 34 52 62 80 11 87 38 36 100 13 59 43 22 16 8 79 84 54 75 81 1 45 98 74 91 58 76 25 33 49 46 68 66 85 82 9 27 53 44 41 12 60 93 47 72 99 78 89 88 86 48,10.05475926399231
