Dataset,Distance,Path Length,Path,Execution Time (s)
9.txt,2388,472,268 91 108 465 211 83 65 187 170 59 276 193 129 132 359 470 314 468 14 214 235 403 175 394 499 103 202 87 246 207 78 36 292 72 244 385 387 146 110 295 171 367 248 392 331 220 38 188 122 142 173 253 393 33 382 43 400 435 280 63 77 135 58 432 439 312 16 481 389 451 450 50 424 298 88 113 278 411 164 336 57 399 322 344 410 192 156 427 444 49 474 155 425 264 228 351 215 200 13 123 375 42 149 381 306 260 366 105 144 440 257 277 190 75 117 414 333 161 179 180 35 223 229 89 426 447 463 490 191 262 172 347 176 488 141 442 327 201 305 24 56 27 12 208 250 294 106 282 342 459 409 378 5 79 466 96 476 376 265 302 369 159 453 395 358 326 204 479 150 398 454 364 21 301 85 405 157 20 436 284 285 457 460 128 307 297 323 95 415 496 402 71 69 372 388 168 332 270 60 30 318 431 148 362 279 498 182 299 153 32 34 82 500 408 258 462 80 224 368 231 102 319 313 81 240 296 420 183 107 266 480 482 413 357 116 361 475 73 130 422 120 39 212 167 374 145 45 52 353 472 330 289 163 363 230 339 222 300 461 184 218 11 308 355 134 469 26 205 210 140 174 391 147 309 189 185 90 178 443 371 477 99 290 337 346 154 377 138 70 114 281 352 61 247 315 115 121 25 7 177 6 418 53 259 124 232 66 360 249 356 495 434 349 74 380 316 269 126 291 47 348 350 272 417 221 41 213 194 242 324 203 379 28 209 430 67 429 9 486 37 489 354 452 338 484 283 370 445 238 109 287 8 286 119 64 216 198 404 236 100 274 317 386 273 1 473 254 456 455 478 48 19 84 93 112 467 101 127 31 483 396 390 288 131 341 464 118 239 186 133 125 412 493 241 40 373 111 335 29 497 271 397 384 199 226 423 3 55 458 227 428 51 151 46 4 136 438 169 92 345 491 401 441 437 160 446 303 321 243 255 261 206 293 225 23 217 252 310 152 494 195 263 311 62 76 416 304 18 275 98 165 340 162 233 2 485 17 251 449 343 54 158 419 245 86 181 407 487 433 137 166 94,231.49471426010132
